Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Total_Agricultural_Land,Barren_Land
Tobacco,2006,Whole Year ,West Bengal,11991,16603,1631.4,1531370.61,2638.02,0.8,14107.05882,2116.058824
Turmeric,2006,Whole Year ,West Bengal,13659,30069,1631.4,1744390.89,3004.98,1.942777778,16069.41176,2410.411765
Urad,2006,Kharif     ,West Bengal,53388,34664,1631.4,6818181.48,11745.36,0.56,62809.41176,9421.411765
Urad,2006,Rabi       ,West Bengal,7434,5615,1631.4,949396.14,1635.48,0.697,8745.882353,1311.882353
Wheat,2006,Rabi       ,West Bengal,350621,799876,1631.4,44777807.91,77136.62,2.168888889,412495.2941,61874.29412
Arecanut,2007,Kharif     ,Puducherry,61,78,1434.5875,8137.4,9.76,1.28,71.76470588,10.76470588
Bajra,2007,Kharif     ,Puducherry,64,133,1434.5875,8537.6,10.24,2.08,75.29411765,11.29411765
Banana,2007,Kharif     ,Puducherry,318,10457,1434.5875,42421.2,50.88,22.45,374.1176471,56.11764706
Black pepper,2007,Kharif     ,Puducherry,12,7,1434.5875,1600.8,1.92,0.58,14.11764706,2.117647059
Coconut ,2007,Whole Year ,Puducherry,2164,26615000,1434.5875,288677.6,346.24,10937.2025,2545.882353,381.8823529
Coriander,2007,Rabi       ,Puducherry,4,2,1434.5875,533.6,0.64,0.5,4.705882353,0.705882353
Cotton(lint),2007,Summer     ,Puducherry,66,38,1434.5875,8804.4,10.56,0.615,77.64705882,11.64705882
Dry chillies,2007,Kharif     ,Puducherry,1,1,1434.5875,133.4,0.16,1,1.176470588,0.176470588
Dry chillies,2007,Rabi       ,Puducherry,1,1,1434.5875,133.4,0.16,1,1.176470588,0.176470588
Dry chillies,2007,Summer     ,Puducherry,3,3,1434.5875,400.2,0.48,1,3.529411765,0.529411765
Groundnut,2007,Kharif     ,Puducherry,29,53,1434.5875,3868.6,4.64,1.83,34.11764706,5.117647059
Groundnut,2007,Rabi       ,Puducherry,622,1255,1434.5875,82974.8,99.52,1.51,731.7647059,109.7647059
Groundnut,2007,Summer     ,Puducherry,113,197,1434.5875,15074.2,18.08,1.45,132.9411765,19.94117647
Jowar,2007,Kharif     ,Puducherry,3,5,1434.5875,400.2,0.48,1.67,3.529411765,0.529411765
Moong(Green Gram),2007,Summer     ,Puducherry,2183,272,1434.5875,291212.2,349.28,0.406666667,2568.235294,385.2352941
Onion,2007,Rabi       ,Puducherry,3,25,1434.5875,400.2,0.48,8.33,3.529411765,0.529411765
Other  Rabi pulses,2007,Summer     ,Puducherry,36,33,1434.5875,4802.4,5.76,0.92,42.35294118,6.352941176
Ragi,2007,Kharif     ,Puducherry,23,48,1434.5875,3068.2,3.68,1.57,27.05882353,4.058823529
Ragi,2007,Rabi       ,Puducherry,3,6,1434.5875,400.2,0.48,2,3.529411765,0.529411765
Ragi,2007,Summer     ,Puducherry,45,113,1434.5875,6003,7.2,2.51,52.94117647,7.941176471
Rice,2007,Kharif     ,Puducherry,4379,12878,1434.5875,584158.6,700.64,2.986666667,5151.764706,772.7647059
Rice,2007,Rabi       ,Puducherry,11411,28051,1434.5875,1522227.4,1825.76,3.02,13424.70588,2013.705882
Rice,2007,Summer     ,Puducherry,4647,12395,1434.5875,619909.8,743.52,2.21,5467.058824,820.0588235
Sesamum,2007,Kharif     ,Puducherry,14,11,1434.5875,1867.6,2.24,0.79,16.47058824,2.470588235
Sesamum,2007,Rabi       ,Puducherry,21,17,1434.5875,2801.4,3.36,0.81,24.70588235,3.705882353
Sesamum,2007,Summer     ,Puducherry,97,110,1434.5875,12939.8,15.52,0.825,114.1176471,17.11764706
Small millets,2007,Kharif     ,Puducherry,2,1,1434.5875,266.8,0.32,0.5,2.352941176,0.352941176
Sugarcane,2007,Kharif     ,Puducherry,2323,228416,1434.5875,309888.2,371.68,86.75,2732.941176,409.9411765
Sunflower,2007,Kharif     ,Puducherry,5,3,1434.5875,667,0.8,0.75,5.882352941,0.882352941
Sweet potato,2007,Rabi       ,Puducherry,1,1,1434.5875,133.4,0.16,1,1.176470588,0.176470588
Tapioca,2007,Kharif     ,Puducherry,333,13371,1434.5875,44422.2,53.28,26.9,391.7647059,58.76470588
Tapioca,2007,Rabi       ,Puducherry,6,245,1434.5875,800.4,0.96,40.83,7.058823529,1.058823529
Turmeric,2007,Rabi       ,Puducherry,4,6,1434.5875,533.6,0.64,1.5,4.705882353,0.705882353
Urad,2007,Kharif     ,Puducherry,57,39,1434.5875,7603.8,9.12,0.68,67.05882353,10.05882353
Urad,2007,Rabi       ,Puducherry,196,127,1434.5875,26146.4,31.36,0.61,230.5882353,34.58823529
Urad,2007,Summer     ,Puducherry,2006,135,1434.5875,267600.4,320.96,0.393333333,2360,354
Arecanut,2007,Whole Year ,Assam,66235,56665,2154.1,8835749,10597.6,0.856666667,77923.52941,11688.52941
Arhar/Tur,2007,Kharif     ,Assam,5893,4230,2154.1,786126.2,942.88,0.712962963,6932.941176,1039.941176
Banana,2007,Whole Year ,Assam,43999,606749,2154.1,5869466.6,7039.84,13.68962963,51763.52941,7764.529412
Black pepper,2007,Whole Year ,Assam,2823,4212,2154.1,376588.2,451.68,1.528518519,3321.176471,498.1764706
Castor seed,2007,Kharif     ,Assam,1193,509,2154.1,159146.2,190.88,0.4468,1403.529412,210.5294118
Coconut ,2007,Whole Year ,Assam,18812,147079000,2154.1,2509520.8,3009.92,7202.371852,22131.76471,3319.764706
Cotton(lint),2007,Kharif     ,Assam,1359,635,2154.1,181290.6,217.44,0.445217391,1598.823529,239.8235294
Dry chillies,2007,Whole Year ,Assam,16101,10134,2154.1,2147873.4,2576.16,0.625555556,18942.35294,2841.352941
Ginger,2007,Whole Year ,Assam,15624,107076,2154.1,2084241.6,2499.84,6.94,18381.17647,2757.176471
Gram,2007,Rabi       ,Assam,1871,945,2154.1,249591.4,299.36,0.474615385,2201.176471,330.1764706
Jute,2007,Kharif     ,Assam,59842,656821,2154.1,7982922.8,9574.72,10.37444444,70402.35294,10560.35294
Linseed,2007,Rabi       ,Assam,7632,3886,2154.1,1018108.8,1221.12,0.5076,8978.823529,1346.823529
Maize,2007,Kharif     ,Assam,18362,13317,2154.1,2449490.8,2937.92,0.60962963,21602.35294,3240.352941
Masoor,2007,Rabi       ,Assam,22469,10592,2154.1,2997364.6,3595.04,0.482916667,26434.11765,3965.117647
Mesta,2007,Kharif     ,Assam,5253,26897,2154.1,700750.2,840.48,4.7625,6180,927
Moong(Green Gram),2007,Rabi       ,Assam,7719,3550,2154.1,1029714.6,1235.04,0.43962963,9081.176471,1362.176471
Niger seed,2007,Kharif     ,Assam,8627,4420,2154.1,1150841.8,1380.32,0.535652174,10149.41176,1522.411765
Onion,2007,Whole Year ,Assam,6697,16323,2154.1,893379.8,1071.52,2.37037037,7878.823529,1181.823529
Other  Rabi pulses,2007,Rabi       ,Assam,14304,7744,2154.1,1908153.6,2288.64,0.508461538,16828.23529,2524.235294
Peas & beans (Pulses),2007,Rabi       ,Assam,22514,13800,2154.1,3003367.6,3602.24,0.624814815,26487.05882,3973.058824
Potato,2007,Whole Year ,Assam,75197,520831,2154.1,10031279.8,12031.52,6.564444444,88467.05882,13270.05882
Rapeseed &Mustard,2007,Rabi       ,Assam,234804,122897,2154.1,31322853.6,37568.64,0.503703704,276240,41436
Rice,2007,Autumn     ,Assam,354115,347992,2154.1,47238941,56658.4,1.082592593,416605.8824,62490.88235
Rice,2007,Summer     ,Assam,322889,731851,2154.1,43073392.6,51662.24,2.085925926,379869.4118,56980.41176
Rice,2007,Winter     ,Assam,1646992,2238765,2154.1,219708732.8,263518.72,1.36962963,1937637.647,290645.6471
Sesamum,2007,Kharif     ,Assam,12694,7238,2154.1,1693379.6,2031.04,0.505555556,14934.11765,2240.117647
Small millets,2007,Kharif     ,Assam,6919,3521,2154.1,922994.6,1107.04,0.495384615,8140,1221
Sugarcane,2007,Whole Year ,Assam,25734,979860,2154.1,3432915.6,4117.44,36.67259259,30275.29412,4541.294118
Sweet potato,2007,Whole Year ,Assam,6918,24301,2154.1,922861.2,1106.88,3.395925926,8138.823529,1220.823529
Tapioca,2007,Whole Year ,Assam,2609,12207,2154.1,348040.6,417.44,4.444615385,3069.411765,460.4117647
Tobacco,2007,Whole Year ,Assam,501,265,2154.1,66833.4,80.16,0.5824,589.4117647,88.41176471
Turmeric,2007,Whole Year ,Assam,12529,8629,2154.1,1671368.6,2004.64,0.692592593,14740,2211
Urad,2007,Rabi       ,Assam,38290,20342,2154.1,5107886,6126.4,0.531111111,45047.05882,6757.058824
Wheat,2007,Rabi       ,Assam,56069,70797,2154.1,7479604.6,8971.04,1.225185185,65963.52941,9894.529412
Arecanut,2007,Whole Year ,Karnataka,174404,1114484,1323.3,23265493.6,27904.64,6.211428571,205181.1765,30777.17647
Arhar/Tur,2007,Kharif     ,Karnataka,681136,451013,1323.3,90863542.4,108981.76,0.644230769,801336.4706,120200.4706
Bajra,2007,Kharif     ,Karnataka,429832,332790,1323.3,57339588.8,68773.12,0.8875,505684.7059,75852.70588
Bajra,2007,Rabi       ,Karnataka,439,506,1323.3,58562.6,70.24,0.83,516.4705882,77.47058824
Bajra,2007,Summer     ,Karnataka,1584,1579,1323.3,211305.6,253.44,0.963333333,1863.529412,279.5294118
Banana,2007,Whole Year ,Karnataka,52191,922999,1323.3,6962279.4,8350.56,19.55793103,61401.17647,9210.176471
Black pepper,2007,Whole Year ,Karnataka,16319,50867,1323.3,2176954.6,2611.04,3.124166667,19198.82353,2879.823529
Cardamom,2007,Whole Year ,Karnataka,21187,1978,1323.3,2826345.8,3389.92,0.0625,24925.88235,3738.882353
Castor seed,2007,Kharif     ,Karnataka,23387,15682,1323.3,3119825.8,3741.92,0.6725,27514.11765,4127.117647
Coconut ,2007,Whole Year ,Karnataka,405328,2063855000,1323.3,54070755.2,64852.48,5079.793793,476856.4706,71528.47059
Coriander,2007,Whole Year ,Karnataka,6423,2242,1323.3,856828.2,1027.68,0.329545455,7556.470588,1133.470588
Cotton(lint),2007,Whole Year ,Karnataka,403029,704871,1323.3,53764068.6,64484.64,1.809,474151.7647,71122.76471
Dry chillies,2007,Kharif     ,Karnataka,126372,113828,1323.3,16858024.8,20219.52,0.993928571,148672.9412,22300.94118
Dry chillies,2007,Rabi       ,Karnataka,4273,7457,1323.3,570018.2,683.68,1.742307692,5027.058824,754.0588235
Dry chillies,2007,Summer     ,Karnataka,6059,20508,1323.3,808270.6,969.44,3.404,7128.235294,1069.235294
Garlic,2007,Whole Year ,Karnataka,6135,6340,1323.3,818409,981.6,1.284285714,7217.647059,1082.647059
Ginger,2007,Whole Year ,Karnataka,14780,303354,1323.3,1971652,2364.8,19.98210526,17388.23529,2608.235294
Gram,2007,Rabi       ,Karnataka,604971,364418,1323.3,80703131.4,96795.36,0.580833333,711730.5882,106759.5882
Groundnut,2007,Kharif     ,Karnataka,736971,538923,1323.3,98311931.4,117915.36,0.732592593,867024.7059,130053.7059
Groundnut,2007,Rabi       ,Karnataka,171231,152785,1323.3,22842215.4,27396.96,0.964285714,201448.2353,30217.23529
Horse-gram,2007,Kharif     ,Karnataka,100262,51331,1323.3,13374950.8,16041.92,0.563333333,117955.2941,17693.29412
Horse-gram,2007,Rabi       ,Karnataka,126748,59887,1323.3,16908183.2,20279.68,0.490714286,149115.2941,22367.29412
Jowar,2007,Kharif     ,Karnataka,302808,492315,1323.3,40394587.2,48449.28,1.456666667,356244.7059,53436.70588
Jowar,2007,Rabi       ,Karnataka,1073315,1165833,1323.3,143180221,171730.4,1.0625,1262723.529,189408.5294
Jowar,2007,Summer     ,Karnataka,6054,11874,1323.3,807603.6,968.64,1.999166667,7122.352941,1068.352941
Linseed,2007,Rabi       ,Karnataka,13766,5442,1323.3,1836384.4,2202.56,0.406153846,16195.29412,2429.294118
Maize,2007,Kharif     ,Karnataka,1015117,2950506,1323.3,135416607.8,162418.72,3.112962963,1194255.294,179138.2941
Maize,2007,Rabi       ,Karnataka,77654,260972,1323.3,10359043.6,12424.64,3.109230769,91357.64706,13703.64706
Maize,2007,Summer     ,Karnataka,20026,64553,1323.3,2671468.4,3204.16,3.179259259,23560,3534
Mesta,2007,Whole Year ,Karnataka,1861,2387,1323.3,248257.4,297.76,1.554,2189.411765,328.4117647
Moong(Green Gram),2007,Kharif     ,Karnataka,520630,117008,1323.3,69452042,83300.8,0.217391304,612505.8824,91875.88235
Moong(Green Gram),2007,Rabi       ,Karnataka,9402,3069,1323.3,1254226.8,1504.32,0.344666667,11061.17647,1659.176471
Niger seed,2007,Kharif     ,Karnataka,31244,11750,1323.3,4167949.6,4999.04,0.349166667,36757.64706,5513.647059
Onion,2007,Kharif     ,Karnataka,165668,987538,1323.3,22100111.2,26506.88,6.5028,194903.5294,29235.52941
Onion,2007,Rabi       ,Karnataka,11727,98738,1323.3,1564381.8,1876.32,8.509047619,13796.47059,2069.470588
Onion,2007,Summer     ,Karnataka,4706,39752,1323.3,627780.4,752.96,7.833809524,5536.470588,830.4705882
Other  Rabi pulses,2007,Rabi       ,Karnataka,34421,9011,1323.3,4591761.4,5507.36,0.269642857,40495.29412,6074.294118
Other Kharif pulses,2007,Kharif     ,Karnataka,145273,107959,1323.3,19379418.2,23243.68,0.766153846,170909.4118,25636.41176
Potato,2007,Kharif     ,Karnataka,54981,181310,1323.3,7334465.4,8796.96,5.07,64683.52941,9702.529412
Potato,2007,Rabi       ,Karnataka,2957,36386,1323.3,394463.8,473.12,12.32909091,3478.823529,521.8235294
Potato,2007,Summer     ,Karnataka,2156,34500,1323.3,287610.4,344.96,15.924,2536.470588,380.4705882
Ragi,2007,Kharif     ,Karnataka,786831,1290262,1323.3,104963255.4,125892.96,1.458095238,925683.5294,138852.5294
Ragi,2007,Rabi       ,Karnataka,37759,60891,1323.3,5037050.6,6041.44,1.866,44422.35294,6663.352941
Ragi,2007,Summer     ,Karnataka,8132,16895,1323.3,1084808.8,1301.12,2.034,9567.058824,1435.058824
Rapeseed &Mustard,2007,Kharif     ,Karnataka,3957,1438,1323.3,527863.8,633.12,0.341875,4655.294118,698.2941176
Rice,2007,Kharif     ,Karnataka,1051466,2791181,1323.3,140265564.4,168234.56,2.567586207,1237018.824,185552.8235
Rice,2007,Rabi       ,Karnataka,40325,86756,1323.3,5379355,6452,2.255333333,47441.17647,7116.176471
Rice,2007,Summer     ,Karnataka,324525,990578,1323.3,43291635,51924,2.846923077,381794.1176,57269.11765
Safflower,2007,Rabi       ,Karnataka,70218,59222,1323.3,9367081.2,11234.88,0.817142857,82609.41176,12391.41176
Sannhamp,2007,Whole Year ,Karnataka,400,99,1323.3,53360,64,0.243333333,470.5882353,70.58823529
Sesamum,2007,Kharif     ,Karnataka,86908,48489,1323.3,11593527.2,13905.28,0.565185185,102244.7059,15336.70588
Small millets,2007,Kharif     ,Karnataka,35680,17571,1323.3,4759712,5708.8,0.465238095,41976.47059,6296.470588
Soyabean,2007,Kharif     ,Karnataka,113190,92249,1323.3,15099546,18110.4,0.8475,133164.7059,19974.70588
Sugarcane,2007,Whole Year ,Karnataka,307084,26028309,1323.3,40965005.6,49133.44,83.41653846,361275.2941,54191.29412
Sunflower,2007,Kharif     ,Karnataka,507505,239674,1323.3,67701167,81200.8,0.516153846,597064.7059,89559.70588
Sunflower,2007,Rabi       ,Karnataka,469020,203696,1323.3,62567268,75043.2,0.66,551788.2353,82768.23529
Sunflower,2007,Summer     ,Karnataka,48650,49675,1323.3,6489910,7784,1.057142857,57235.29412,8585.294118
Sweet potato,2007,Whole Year ,Karnataka,2887,24141,1323.3,385125.8,461.92,6.37625,3396.470588,509.4705882
Tapioca,2007,Whole Year ,Karnataka,774,6393,1323.3,103251.6,123.84,9.747142857,910.5882353,136.5882353
Tobacco,2007,Whole Year ,Karnataka,113162,47902,1323.3,15095810.8,18105.92,0.46,133131.7647,19969.76471
Turmeric,2007,Whole Year ,Karnataka,13500,104980,1323.3,1800900,2160,7.861111111,15882.35294,2382.352941
Urad,2007,Kharif     ,Karnataka,152106,65564,1323.3,20290940.4,24336.96,0.423913043,178948.2353,26842.23529
Urad,2007,Rabi       ,Karnataka,10637,4124,1323.3,1418975.8,1701.92,0.367692308,12514.11765,1877.117647
Wheat,2007,Rabi       ,Karnataka,275583,280384,1323.3,36762772.2,44093.28,1.018,324215.2941,48632.29412
Arecanut,2007,Whole Year ,Kerala,99787,114690,3489.6,13311585.8,15965.92,0.921428571,117396.4706,17609.47059
Banana,2007,Whole Year ,Kerala,59341,439803,3489.6,7916089.4,9494.56,7.534285714,69812.94118,10471.94118
Black pepper,2007,Whole Year ,Kerala,175679,41952,3489.6,23435578.6,28108.64,0.19,206681.1765,31002.17647
Cardamom,2007,Whole Year ,Kerala,39763,7031,3489.6,5304384.2,6362.08,0.047272727,46780,7017
Cashewnut,2007,Whole Year ,Kerala,58381,52402,3489.6,7788025.4,9340.96,0.579285714,68683.52941,10302.52941
Coconut ,2007,Whole Year ,Kerala,818812,5641000000,3489.6,109229520.8,131009.92,6390.165714,963308.2353,144496.2353
Cotton(lint),2007,Kharif     ,Kerala,1295,1680,3489.6,172753,207.2,0.65,1523.529412,228.5294118
Garlic,2007,Whole Year ,Kerala,350,5950,3489.6,46690,56,17,411.7647059,61.76470588
Ginger,2007,Whole Year ,Kerala,8865,31726,3489.6,1182591,1418.4,3.017142857,10429.41176,1564.411765
Groundnut,2007,Kharif     ,Kerala,2911,2154,3489.6,388327.4,465.76,0.87,3424.705882,513.7058824
Jowar,2007,Kharif     ,Kerala,3083,1573,3489.6,411272.2,493.28,0.6425,3627.058824,544.0588235
Other Cereals,2007,Kharif     ,Kerala,341,267,3489.6,45489.4,54.56,0.853333333,401.1764706,60.17647059
Ragi,2007,Kharif     ,Kerala,266,216,3489.6,35484.4,42.56,0.968333333,312.9411765,46.94117647
Rice,2007,Autumn     ,Kerala,77533,168108,3489.6,10342902.2,12405.28,2.07,91215.29412,13682.29412
Rice,2007,Summer     ,Kerala,45447,109277,3489.6,6062629.8,7271.52,2.335714286,53467.05882,8020.058824
Rice,2007,Winter     ,Kerala,105958,251103,3489.6,14134797.2,16953.28,2.252857143,124656.4706,18698.47059
Sesamum,2007,Kharif     ,Kerala,533,171,3489.6,71102.2,85.28,0.305,627.0588235,94.05882353
Sugarcane,2007,Whole Year ,Kerala,2991,159150,3489.6,398999.4,478.56,37.17272727,3518.823529,527.8235294
Sweet potato,2007,Whole Year ,Kerala,499,6343,3489.6,66566.6,79.84,11.49785714,587.0588235,88.05882353
Tapioca,2007,Whole Year ,Kerala,83990,2556455,3489.6,11204266,13438.4,29.41142857,98811.76471,14821.76471
Tobacco,2007,Whole Year ,Kerala,43,69,3489.6,5736.2,6.88,1.6,50.58823529,7.588235294
Turmeric,2007,Whole Year ,Kerala,3155,7434,3489.6,420877,504.8,2.167857143,3711.764706,556.7647059
Arecanut,2007,Whole Year ,Tamil Nadu,5553,11739,1067.2,740770.2,888.48,2.057391304,6532.941176,979.9411765
Arhar/Tur,2007,Whole Year ,Tamil Nadu,30057,21077,1067.2,4009603.8,4809.12,0.73375,35361.17647,5304.176471
Bajra,2007,Whole Year ,Tamil Nadu,59798,85840,1067.2,7977053.2,9567.68,1.6084,70350.58824,10552.58824
Banana,2007,Whole Year ,Tamil Nadu,112793,5384825,1067.2,15046586.2,18046.88,48.00758621,132697.6471,19904.64706
Black pepper,2007,Whole Year ,Tamil Nadu,3130,719,1067.2,417542,500.8,0.145333333,3682.352941,552.3529412
Cardamom,2007,Whole Year ,Tamil Nadu,4404,402,1067.2,587493.6,704.64,0.078,5181.176471,777.1764706
Cashewnut,2007,Whole Year ,Tamil Nadu,101309,57905,1067.2,13514620.6,16209.44,0.548148148,119187.0588,17878.05882
Castor seed,2007,Whole Year ,Tamil Nadu,5184,1624,1067.2,691545.6,829.44,0.344782609,6098.823529,914.8235294
Coconut ,2007,Whole Year ,Tamil Nadu,383366,5438500000,1067.2,51141024.4,61338.56,13190.09759,451018.8235,67652.82353
Coriander,2007,Whole Year ,Tamil Nadu,13288,5120,1067.2,1772619.2,2126.08,0.385909091,15632.94118,2344.941176
Cotton(lint),2007,Whole Year ,Tamil Nadu,99335,200673,1067.2,13251289,15893.6,2.013928571,116864.7059,17529.70588
Dry chillies,2007,Whole Year ,Tamil Nadu,67408,34084,1067.2,8992227.2,10785.28,0.627586207,79303.52941,11895.52941
Garlic,2007,Whole Year ,Tamil Nadu,505,2994,1067.2,67367,80.8,5.763333333,594.1176471,89.11764706
Ginger,2007,Whole Year ,Tamil Nadu,625,11898,1067.2,83375,100,18.97857143,735.2941176,110.2941176
Gram,2007,Whole Year ,Tamil Nadu,6800,4587,1067.2,907120,1088,0.5575,8000,1200
Groundnut,2007,Whole Year ,Tamil Nadu,535211,1047586,1067.2,71397147.4,85633.76,1.850357143,629660,94449
Horse-gram,2007,Whole Year ,Tamil Nadu,48448,21339,1067.2,6462963.2,7751.68,0.4488,56997.64706,8549.647059
Jowar,2007,Whole Year ,Tamil Nadu,283526,247836,1067.2,37822368.4,45364.16,1.0528,333560,50034
Maize,2007,Whole Year ,Tamil Nadu,223428,810057,1067.2,29805295.2,35748.48,4.077307692,262856.4706,39428.47059
Moong(Green Gram),2007,Whole Year ,Tamil Nadu,158691,46213,1067.2,21169379.4,25390.56,0.414285714,186695.2941,28004.29412
Onion,2007,Whole Year ,Tamil Nadu,29809,287208,1067.2,3976520.6,4769.44,9.574347826,35069.41176,5260.411765
Potato,2007,Whole Year ,Tamil Nadu,4066,68169,1067.2,542404.4,650.56,17.018,4783.529412,717.5294118
Ragi,2007,Whole Year ,Tamil Nadu,93701,175944,1067.2,12499713.4,14992.16,1.996538462,110236.4706,16535.47059
Rapeseed &Mustard,2007,Whole Year ,Tamil Nadu,275,67,1067.2,36685,44,0.204545455,323.5294118,48.52941176
Rice,2007,Kharif     ,Tamil Nadu,1789170,5039954,1067.2,238675278,286267.2,3.213793103,2104905.882,315735.8824
Sesamum,2007,Whole Year ,Tamil Nadu,74376,32201,1067.2,9921758.4,11900.16,0.434814815,87501.17647,13125.17647
Small millets,2007,Kharif     ,Tamil Nadu,38240,37084,1067.2,5101216,6118.4,0.956956522,44988.23529,6748.235294
Sugarcane,2007,Whole Year ,Tamil Nadu,354022,38070965,1067.2,47226534.8,56643.52,104.9803571,416496.4706,62474.47059
Sunflower,2007,Whole Year ,Tamil Nadu,44177,70203,1067.2,5893211.8,7068.32,1.513076923,51972.94118,7795.941176
Sweet potato,2007,Whole Year ,Tamil Nadu,1088,14780,1067.2,145139.2,174.08,13.7055,1280,192
Tapioca,2007,Whole Year ,Tamil Nadu,140092,5912307,1067.2,18688272.8,22414.72,42.09785714,164814.1176,24722.11765
Tobacco,2007,Whole Year ,Tamil Nadu,5903,9056,1067.2,787460.2,944.48,1.4625,6944.705882,1041.705882
Turmeric,2007,Whole Year ,Tamil Nadu,27303,146008,1067.2,3642220.2,4368.48,5.253846154,32121.17647,4818.176471
